V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Intro1,Intro2,Intro3,Intro4,Q92,mic1,mic2,mic3,mic4,mic5,like7,likecont_1,friends,Q69,Q101,attn1,attn2,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,attnchk1,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,age,gender,race_1,sex,sex_TEXT,job,edu_1,income_1,recall,Q34,honest1_12,cult1_12,advent1_12,indep1_12,persis1_12,thrifty1_12,Q159,honest2_12,advent2_12,intel2_12,greg2_12,persis2_12,Q166,loyal3_12,metic3_12,intel3_12,thrifty3_12,persis3_12,Q173,metic4_12,intel4_12,greg4_12,stub4_12,loyal4_12,Q180,greg5_12,fun5_12,advent5_12,intel5_12,persis5_12,prevmic,comments,Q96,micpass,LocationLatitude,LocationLongitude,LocationAccuracy,const_base,recall_sum,recall_avg
R_30woZa0CmevQWwQ,Default Response Set,Anonymous,,,111.217.77.118,0,2/22/16 2:12,2/22/16 2:22,1,1,1,1,1,1,,,1,,,1,1,2,1,1,survey,survey,5,3,3,4,5,3,4,5,6,4,5,1,4,1,4,5,1,4,4,3,3,3,1,3,4,1,3,4,4,5,2,4,4,3,4,3,3,3,4,4,2,3,33,1,4,1,,Boring Tech Stuff,9,4,I remember that Michael regularly sees his parents. I also remember that he doesn't like to spend very much money. He calculates how much people owe toward a split bill very accurately. He also doesn't like to loan friends money. ,,,,,,,,,,,,,,1,2,3,1,0,4,,,,,,,,,,,,,1,"none, thank you",1,mic3,33.72079468,130.699707,-1,2.395989011,80.15,2.585483871
R_1hTlHhBwGMYwvim,Default Response Set,Anonymous,,,76.119.103.99,0,2/22/16 2:44,2/22/16 3:03,1,1,1,1,1,1,,,,,1,4,4,4,1,1,survey,survey,5,3,1,4,5,1,1,4,3,6,4,1,4,1,4,2,1,3,5,4,1,2,4,4,3,1,3,4,3,4,2,2,2,3,1,4,2,3,5,3,2,1,50,1,4,1,,sales/marketing agent,8,3,"Michael likes to take risks such as mountain biking downhill at night, skydiving, climbing Mt. McKinley. He likes to take risks even if they result in injury. Some of his risk taking activities could be potentially lethal. / He enjoys meeting new people but there is an element of ""flakiness"" - he often gets caught up in the moment to the exent that he makes plans but does not follow through with them. Having said that, he is popular because of the amount of energy that he brings to the proceedings. / When not being socially flaky he can be strongly drive to finish tasks and challenges that he has set for himself. / He is loquacious and takes the initiative when entering a new situation. He is a very outgoing persion",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,5,5,2,"I certainly share some of these personality traits, specifically the desire to meet new people and enjoying the randomness of large gatherings and parties. The description was too close to home! I always talk too much and always veer off topic. I gave up drinking because of the craziness. My reckless behavior is tree climbing and breaking into abandoned buildings. I cannot resist it even though one time I was chased through an abandoned hospital by a blood covered knife wielding maniac. It was the second most intense hour of my life. The first was major surgery without a general anaesthetic ( I have a complex medical problem that makes intubation unwise). I don't recommend it (or going into abandoned buildings). I am considering buying a tree surgeon harness though to make my hobby safer.",1,mic5,42.33059692,-72.63059998,-1,2.449836066,253.8,2.488235294
R_3KJ7NH5rlSynEdh,Default Response Set,Anonymous,,,71.245.65.12,0,2/22/16 3:17,2/22/16 3:28,1,1,1,1,1,1,1,,,,,2,1,2,1,1,survey,survey,4,3,3,4,4,4,3,4,3,6,2,2,4,2,4,4,3,2,3,4,4,2,2,4,4,3,3,4,4,4,2,4,1,3,3,5,1,3,1,3,3,3,49,1,3,2,,Administrative,7,2,"Michael has skydived, and piloted a jet boat, even though he knew little about boats.  Once his mind is set on something it is as good as done, even when he might be better off rethinking.  He tends not to interact with others outside of business interactions.",1,2,2,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,41.69329834,-71.63950348,-1,2.532282609,88.72,2.464444444
R_2ZEs4A92kYT5qt0,Default Response Set,Anonymous,,,162.216.46.141,0,2/22/16 3:23,2/22/16 3:33,1,1,1,1,1,1,,1,,,,5,0,0,1,1,survey,survey,5,2,2,5,5,3,5,5,4,4,5,1,3,3,3,5,5,2,5,4,4,5,1,1,4,3,2,5,5,4,2,2,4,3,4,2,4,4,3,2,4,2,29,1,4,1,,Sales,5,3,Michael talks alot sometimes seems superficial because he has so many friends. He climbed Mount McKinley. ,,,,,,,,1,5,4,1,0,1,,,,,,,,,,,,,,,,,,,2,,1,mic2,33.03619385,-96.67120361,-1,2.43,20.49,2.56125
R_3GqBOa1gLu6lM5d,Default Response Set,Anonymous,,,183.83.28.103,0,2/22/16 3:24,2/22/16 3:38,1,1,1,1,1,1,,,1,,,3,4,4,1,1,survey,survey,4,3,5,4,4,5,4,3,3,4,4,4,5,4,3,3,3,4,4,3,4,4,4,1,4,3,4,3,5,4,2,2,3,2,2,3,3,4,2,3,4,3,30,1,1,1,,Admin,8,2,Michael take decisions correctly most of times. ,,,,,,,,,,,,,,1,3,3,3,3,4,,,,,,,,,,,,,2,no comments,1,mic3,17.37530518,78.47439575,-1,2.395989011,11.25,2.25
R_2urjFIIqPrWdIKS,Default Response Set,Anonymous,,,108.44.152.213,0,2/22/16 3:53,2/22/16 4:01,1,1,1,1,1,1,,,,1,,5,3,3,1,1,survey,survey,3,1,3,3,4,5,5,4,6,4,4,1,4,1,5,3,3,4,1,5,2,4,1,6,3,1,1,3,3,6,2,3,3,2,3,3,3,3,3,2,2,2,25,1,4,1,,Student,7,4,Wow. Well when he begins to do something it's as good as done. He's very intelligent and knows a lot about a variety of different things. He can be talkative. He socializes easily but his interactions can be hurried. Sometimes he is late on something because of overattention to detail.,,,,,,,,,,,,,,,,,,,,1,6,6,4,6,6,,,,,,,2,,1,mic4,38.21659851,-77.4029007,-1,2.431037736,97.34,2.317619048
R_3EQNOJ7399BPs4b,Default Response Set,Anonymous,,,70.190.235.88,0,2/22/16 4:52,2/22/16 5:00,1,1,1,1,1,1,,,,1,,6,6,5,1,1,survey,survey,6,1,5,6,3,4,5,4,6,2,5,1,2,4,6,4,2,1,6,5,6,6,1,2,5,1,6,5,4,6,2,4,1,4,3,5,4,3,2,2,4,5,22,1,4,1,,Marketing Director,8,3,"Michael is an extremely outgoing person and matches this with his natural charisma that he exemplifies through articulate conversation. However, because he is smart, he enjoys discussing things he has recently learned with people, even if they have no interest, or if it only interests some in the group. / Michael is family oriented and goes to great effort to keep in good contact with his parents.",,,,,,,,,,,,,,,,,,,,1,6,4,3,4,6,,,,,,,2,,1,mic4,33.36729431,-111.9356995,-1,2.431037736,122.91,2.41
R_3IYxHOSuivpl8Ex,Default Response Set,Anonymous,,,99.190.114.138,0,2/22/16 4:47,2/22/16 5:00,1,1,1,1,1,1,,1,,,,2,3,2,1,1,survey,survey,6,3,5,6,5,2,4,5,2,5,4,1,4,5,3,6,4,3,4,4,3,2,4,2,6,2,4,6,5,2,2,2,1,5,1,5,1,5,1,1,4,1,64,2,3,1,,Retired,6,4,Michael spoke his mind. He was a good conversationalist. He made plans with people without intending to keep the plans.,,,,,,,,1,4,1,3,1,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,34.23460388,-118.5193024,-1,2.43,43,2.529411765
R_3qk8CFfvZsR59TL,Default Response Set,Anonymous,,,193.175.204.9,0,2/22/16 5:13,2/22/16 5:19,1,1,1,1,1,1,1,,,,,2,1,1,1,1,survey,survey,6,2,3,5,5,3,4,4,5,3,4,1,3,5,5,4,3,4,2,6,5,3,4,3,3,2,2,5,5,2,2,2,2,4,3,4,3,3,3,3,4,3,24,2,4,1,,Grad Student,9,1,"He would report others' bad behavior in school, he would talk at length about foreign culture and art, he liked to go to ethnic restaurants, he had limited social interactions outside of work, he relied only on himself, he had climbed mount mckinley, he uses coupons",1,2,2,5,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,50.98330688,11.03329468,-1,2.532282609,90.56,2.744242424
R_vBRKQOYgj7EmRfH,Default Response Set,Anonymous,,,108.226.69.178,0,2/22/16 5:16,2/22/16 5:23,1,1,1,1,1,1,,,,,1,4,4,4,1,1,survey,survey,6,1,4,6,6,3,4,5,4,3,5,6,3,3,4,5,2,1,1,2,4,1,1,1,4,3,1,6,6,4,2,2,2,4,2,4,3,4,3,2,5,2,26,1,4,1,,sales,8,4,"Michael is full of energy. He engages in conversations, albeit sometimes fleetingly. He can be considered the life of the party. Michael like to go to parties a lot and have fun. His friends enjoy his time. He has done many outdoor activities, including hiking Mt. McKinley and shooting the grand rapids.Michael also likes to read. Once Michael makes his mind up about a task, he all but said and done. It is hard to change his mind, even if it were to be for the better.  ",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,5,1,2,n/a,1,mic5,33.81809998,-84.36039734,-1,2.449836066,168.52,2.407428571
R_3O0lwCuhtrxhDdW,Default Response Set,Anonymous,,,70.199.196.6,0,2/22/16 5:25,2/22/16 5:32,1,1,1,1,1,1,,,1,,,5,5,5,1,1,survey,survey,6,2,4,5,6,4,4,5,4,2,5,1,4,5,4,5,2,2,3,4,3,1,2,2,4,2,2,6,5,3,2,1,3,3,3,3,3,4,2,2,4,1,28,1,4,1,,Assistant Supervisor,5,3,Michael is very close to his family having dinner with them every week. Even sometimes at the expense of friends. He is a perfectionist which can sometimes over complicate things. Michael is a hard worker and good at managing his money.,,,,,,,,,,,,,,1,1,2,5,5,6,,,,,,,,,,,,,2,,1,mic3,37.17590332,-79.80130005,-1,2.395989011,88.82,2.537714286
R_3MMY3qMSpeX0pvo,Default Response Set,Anonymous,,,73.131.129.55,0,2/22/16 5:37,2/22/16 5:49,1,1,1,1,1,1,,,,1,,6,5,5,1,1,survey,survey,6,3,2,4,6,2,3,6,2,5,3,1,4,2,2,4,2,3,1,2,2,2,3,1,6,4,4,6,5,2,2,4,2,5,2,4,2,5,1,2,5,1,63,2,4,1,,Designer,9,3,1. Takes his time on projects. 2. Reads a lot about history 3. Good conversationalist 4. Stays in touch with his parents 5. Has dinner with his parents once a week 4. Likes to talk about what he has most recently read 6. Sometimes his conversations seem a little hurried,,,,,,,,,,,,,,,,,,,,1,5,4,4,6,5,,,,,,,2,,1,mic4,32.91830444,-80.68789673,-1,2.431037736,91.57,2.693235294
R_1QtlAefcnMVAV6G,Default Response Set,Anonymous,,,98.212.162.0,0,2/22/16 5:51,2/22/16 5:59,1,1,1,1,1,1,1,,,,,6,6,5,1,1,survey,survey,5,3,5,5,4,3,4,5,4,5,5,1,2,3,4,5,4,4,2,5,5,2,3,4,5,2,3,5,5,4,2,3,3,4,1,4,3,4,2,1,3,1,59,2,4,1,,unemployed and looking for a job,8,2,I can't remember anything now about what I read about Michael.,1,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,41.1190033,-87.92590332,-1,2.532282609,14.37,2.052857143
R_1IbITgEzA7umMSD,Default Response Set,Anonymous,,,172.98.175.234,0,2/22/16 5:48,2/22/16 6:00,1,1,1,1,1,1,,,1,,,5,5,6,1,1,survey,survey,6,1,6,5,6,6,6,6,6,1,4,1,1,1,6,6,6,1,6,6,6,1,1,1,6,5,1,6,6,4,2,5,1,4,1,4,4,4,1,1,5,1,28,2,3,1,,Banker,8,4,Michael likes to buy products that are on offer. He does not like spending and uses his money wisely.,,,,,,,,,,,,,,1,4,0,4,6,0,,,,,,,,,,,,,2,,1,mic3,29.75230408,-95.36699677,-1,2.395989011,38.62,2.574666667
R_1QtilCtLldNYqs9,Default Response Set,Anonymous,,,209.95.50.138,0,2/22/16 5:51,2/22/16 6:07,1,1,1,1,1,1,,1,,,,4,4,4,1,1,survey,survey,4,3,5,4,4,4,3,6,4,4,5,2,2,5,5,4,2,2,5,5,5,2,2,5,5,3,5,5,5,4,2,4,2,4,4,4,1,4,2,4,4,4,28,1,4,1,,Server,6,2,Mountain biker who is reckless. Meets a lot of people and can come off as superficial. Well spoken.,,,,,,,,1,5,1,4,3,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,40.74209595,-74.00180054,-1,2.43,48.37,2.845294118
R_31cqho6HpUPXP2g,Default Response Set,Anonymous,,,49.147.67.190,0,2/22/16 6:30,2/22/16 6:40,1,1,1,1,1,1,,,,,1,1,1,1,1,1,survey,survey,4,2,3,5,5,2,2,4,4,1,4,1,3,5,2,3,4,2,4,3,1,4,3,3,3,1,2,5,4,4,2,3,4,2,3,3,5,4,5,3,3,2,28,1,2,1,,QC tech,8,4,Michael is usually the life of the party.  He is talkative though sometimes it feels like his conversations are rushed.  He is rowdy and drinks a lot.  Sometimes he gets kicked out of bars.  He is a thrill seeker and is always looking for his next thrill.  He has done stuff like downhill mountain biking and kayaking the Colorado rapids.  He is a person who once he sets his mind to something he will get it done no matter what.,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,5,6,5,2,,1,mic5,14.41349792,121.0263062,-1,2.449836066,167.65,2.502238806
R_0Bzszz5ONwSX4Hf,Default Response Set,Anonymous,,,69.161.53.205,0,2/22/16 6:37,2/22/16 6:46,1,1,1,1,1,1,,1,,,,5,5,1,1,1,survey,survey,6,1,5,6,5,6,2,6,4,6,5,1,2,1,6,5,4,2,5,6,5,4,1,2,6,4,1,6,6,5,2,1,3,5,3,5,3,5,1,1,5,2,31,2,4,1,,homemaker,8,4,"Michael is an adventure seeker. He has climbed mount everest, kayaked in colorado, and biked in the dark down a big hill. He is very friendly to everyone he meets. He tells people he would like to do things with people but then forgets he tells them that. When he tells someone he will do something for them though he will do it at all costs. He makes everyone feel very at ease when talking and hanging out with him.",,,,,,,,1,6,5,5,1,5,,,,,,,,,,,,,,,,,,,2,,1,mic2,40.93670654,-90.10959625,-1,2.43,176.23,2.711230769
R_2UcpiELzRNctegH,Default Response Set,Anonymous,,,66.87.121.216,0,2/22/16 7:26,2/22/16 7:37,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,4,4,5,5,4,4,5,5,5,4,5,3,2,3,4,4,3,3,4,4,4,4,3,2,4,3,4,5,4,4,2,3,3,2,4,3,3,2,3,2,3,2,35,2,4,1,,Veterinarian technician ,7,2,"Tight with money, buys from thrift stores, uses online promotions, friendly, likes to talk indepth about things hes learned, enjoys history, sometimes late on work deadlines due to his criticalness if his own work, very close with his parents.",,,,,,,,,,,,,,1,5,4,4,5,4,,,,,,,,,,,,,2,None,1,mic3,29.75230408,-95.36699677,-1,2.395989011,57.75,2.510869565
R_wL6L5khhtGaOSRj,Default Response Set,Anonymous,,,108.71.190.215,0,2/22/16 7:43,2/22/16 7:52,1,1,1,1,1,1,1,,,,,4,4,3,1,1,survey,survey,5,2,5,5,4,4,4,4,3,3,4,3,3,4,5,5,4,3,4,6,5,4,3,4,5,3,2,5,4,4,2,3,3,3,3,4,3,4,3,3,3,2,31,1,6,1,,Information Technology,7,3,"Michael is something of a thrill seeker, having climbed Mt. Mckinley, captained a jet powered boat, and other various endeavors. He has risked injury and even death in the past.",1,2,5,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,None,1,mic1,29.92660522,-95.54290009,-1,2.532282609,46.31,2.437368421
R_urJEYkqOtqtj68h,Default Response Set,Anonymous,,,24.229.187.137,0,2/22/16 7:45,2/22/16 7:52,1,1,1,1,1,1,,,,1,,2,1,1,1,1,survey,survey,6,2,3,6,4,5,5,6,4,3,4,1,1,5,4,6,1,2,5,5,6,5,1,1,6,1,5,5,5,5,2,3,1,5,3,5,3,4,4,3,3,1,31,2,4,1,,Admin Assistant,8,3,"He talks too much, he spends time with his parents at the expense of his friends, he makes plans with people but doesn't follow through with them, he keeps talking even though no one seems interested in what he is saying, he seems stubborn, self absorbed, and insufferable.",,,,,,,,,,,,,,,,,,,,1,5,0,0,0,0,,,,,,,2,Thank you!,1,mic4,40.86860657,-75.16410065,-1,2.431037736,90.46,2.741212121
R_rjbl9MDH6DHw8KZ,Default Response Set,Anonymous,,,137.148.67.29,0,2/22/16 8:00,2/22/16 8:06,1,1,1,1,1,1,1,,,,,1,0,0,1,1,survey,survey,5,4,1,4,4,3,2,4,3,4,4,1,3,3,4,4,3,3,4,4,3,3,1,4,3,4,4,5,4,4,2,2,3,3,3,4,3,3,2,3,3,2,33,1,5,1,,library supervisor,8,3,He tells on students for cheating.  He likes museums and foreign restaurants.  He sometimes risks his life to pursue his interests.  He has driven a speedboat.,1,1,4,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,41.48750305,-81.67240143,-1,2.532282609,50.86,2.825555556
R_31gb7xHrCgRLej8,Default Response Set,Anonymous,,,184.16.175.84,0,2/22/16 8:02,2/22/16 8:10,1,1,1,1,1,1,,1,,,,4,3,3,1,1,survey,survey,5,1,5,5,5,3,3,5,2,5,3,1,2,5,5,4,2,1,5,5,5,3,3,2,4,3,1,4,5,3,2,3,3,3,3,3,3,3,3,3,3,3,35,2,4,1,,Transcriptionist,5,4,"Michael says whats on his mind. He likes excitement. He is adventurous. He is a good speaker, and he reads a lot. He's very good at conversations. He makes friends easy.He never changes his mind.",,,,,,,,1,4,0,5,2,2,,,,,,,,,,,,,,,,,,,2,,1,mic2,38.37179565,-86.36769867,-1,2.43,60.37,2.515416667
R_2nN1MsRzaMkBqV3,Default Response Set,Anonymous,,,73.137.246.108,0,2/22/16 7:58,2/22/16 8:10,1,1,1,1,1,1,,,,,1,2,2,1,1,1,survey ,survey ,5,2,4,6,5,5,3,5,6,3,5,1,4,6,6,4,3,3,4,6,3,3,3,4,5,3,1,4,4,4,2,3,1,3,1,5,2,4,1,2,3,2,30,2,4,1,,Homemaker ,6,5,"Michael is very high energy, and likes to take on risky endeavors. He is also a dedicated nature conservationist.  Michael has been know on occasion to get very drunk and cause problems, but he is just having a good time. He likes to read, and will often bring up issues he has read about when he is socializing. He is interesting and fun to be around, according to his friends.  ",,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,4,4,2,,1,mic5,33.62069702,-83.97370148,-1,2.449836066,126.47,2.299454545
R_CfzdsJ1YgNLDWIF,Default Response Set,Anonymous,,,76.241.48.181,0,2/22/16 8:03,2/22/16 8:11,1,1,1,1,1,1,,,1,,,4,4,4,1,1,survey,survey,4,3,4,4,5,2,4,5,3,5,3,3,3,2,2,4,3,3,2,2,4,3,3,2,4,3,5,5,5,3,2,1,3,4,3,3,3,4,3,1,4,1,47,2,4,1,,Property Manager,8,5,"Michael has a close relationship with his parents and interacts with them on a weekly basis, even if a detriment to friendship. He is detail-oriented to a fault, often spending unnecessary amounts of time on projects that do not warrant it.",,,,,,,,,,,,,,1,5,2,2,4,3,,,,,,,,,,,,,1,N/A,1,mic3,38.80220032,-90.6269989,-1,2.395989011,74.81,2.3378125
R_2V30nQ9nrtESJ5T,Default Response Set,Anonymous,,,201.218.40.198,0,2/22/16 8:00,2/22/16 8:13,1,1,1,1,1,1,,,,1,,5,5,5,1,1,survey,survey,5,3,4,5,5,5,4,5,2,5,2,2,2,1,2,5,2,2,3,3,4,2,1,2,5,2,4,5,5,4,2,4,3,4,3,4,3,4,3,2,4,2,27,2,4,1,,Sales consultant,8,4,He is a sociable person. He usually makes plans (socially) wich he doesnt follow because hes to much in the current social interaction. He values family and once he sets something into mind he will accomplish it no matter what. There has to be a good reason in order for him to give up on that idea. ,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,,,,,,,2,,1,mic4,-1.050003052,-80.44999695,-1,2.431037736,122.82,2.55875
R_3nvdq9cC1UakLVy,Default Response Set,Anonymous,,,104.228.180.139,0,2/22/16 8:09,2/22/16 8:16,1,1,1,1,1,1,,1,,,,4,3,2,1,1,survey,survey,4,1,4,6,4,5,5,4,6,5,6,2,2,1,6,5,4,4,1,5,5,3,1,3,4,1,1,4,4,6,2,2,4,4,4,5,4,4,4,3,4,1,45,2,4,1,,editor,8,3,"He has climbed Mt. McKinley, he shot down the rapids in a kayak, he has many acquaintainces, he is intelligent and can carry on long conversations, once he makes up his mind he rarely changes it. Once Michael commits to doing something, it is as good as done.",,,,,,,,1,2,6,4,5,1,,,,,,,,,,,,,,,,,,,2,,1,mic2,43.01089478,-78.95739746,-1,2.43,94.7,2.785294118
R_3JIrNIPnSIwyjaU,Default Response Set,Anonymous,,,172.5.0.106,0,2/22/16 8:07,2/22/16 8:17,1,1,1,1,1,1,,,,,1,4,4,2,1,1,survey,survey,2,1,1,5,3,5,4,2,6,2,5,1,3,1,5,2,1,1,5,6,2,3,1,6,4,1,1,3,1,5,2,3,3,2,3,3,3,2,4,5,3,4,36,2,4,1,,mom,7,3,"Michael is a fast talker, but a good conversationalist. At parties he talks to a lot of people, but his conversations seem rushed. Michael has been kicked out of bars for being too rowdy. Michael is a risk taker, he's climbed a mountain, gone backwoods bike riding at night, rode rapids in a raft, skydived and risked his safety and life but keeps going. Once he decides to do something it's as good as done even if it takes a lot of hard work and perseverance. ",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,2,5,2,2,"none, thanks. ",1,mic5,44.24530029,-88.3647995,-1,2.449836066,141.56,2.283225806
R_3dY40GcDZUDHSzS,Default Response Set,Anonymous,,,205.164.4.185,0,2/22/16 8:08,2/22/16 8:22,1,1,1,1,1,1,,,1,,,2,3,2,1,1,survey,survey,4,5,6,6,6,6,5,5,6,5,2,2,2,6,3,6,6,1,4,6,5,1,6,1,5,5,5,5,4,5,2,2,1,2,1,5,2,4,3,1,4,2,22,2,4,1,,engineer,8,4,"michael like his parents, he used to go outing on weekends with his parents. he is very much concerned about his money. he didnt lend money to his friends. ",,,,,,,,,,,,,,1,4,2,2,2,2,,,,,,,,,,,,,2,,1,mic3,37.33940125,-121.8950043,-1,2.395989011,63.59,2.764782609
R_TvjjRWKbvbgfYVH,Default Response Set,Anonymous,,,97.85.6.21,0,2/22/16 8:18,2/22/16 8:28,1,1,1,1,1,1,,,,1,,4,4,5,1,1,survey,survey,5,1,2,5,4,5,6,4,3,4,5,1,5,2,5,4,2,2,5,5,3,4,3,5,4,3,2,5,5,1,2,4,2,4,3,5,2,5,3,3,4,2,58,2,4,1,,Administrative Assistant,6,4,Michael is a very detail oriented person. Because of this he may sometimes be late with deadlines. Because he reads a lot he is very articulate in conversations and tends to talk about things he has learned  even if it does not pertain to the present topic of conversation.  He is an excellent conversationalist.  In a group setting his conversations can sometimes come off as hurried.  He makes sure to have dinner with his parents every week and calls them often.  If you ask Michael to do something you can be sure it is as good as done.,,,,,,,,,,,,,,,,,,,,1,5,4,1,4,5,,,,,,,2,No comments,1,mic4,44.46690369,-84.61289978,-1,2.431037736,207.11,2.436588235
R_VQnhHZpvneUGpOx,Default Response Set,Anonymous,,,108.42.4.119,0,2/22/16 8:23,2/22/16 8:31,1,1,1,1,1,1,1,,,,,4,4,5,1,1,survey,survey,4,3,2,3,2,2,4,3,4,5,5,2,5,3,5,2,1,2,3,4,2,3,2,5,4,3,3,2,3,5,2,4,4,3,4,3,4,3,3,4,4,4,29,1,5,1,,retail,8,2,he does not give to charity or lend money. he is a thrill seeker. he would tell on people that broke the rules.,1,2,3,1,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,36.28619385,-119.0309982,-1,2.532282609,59.74,2.715454545
R_XQTOfJH35Z6BiUx,Default Response Set,Anonymous,,,24.127.181.213,0,2/22/16 8:29,2/22/16 8:39,1,1,1,1,1,1,,,1,,,1,0,1,1,1,survey,survey,4,1,1,6,4,2,3,4,6,6,4,1,2,3,6,2,3,3,3,6,3,2,3,1,5,1,1,6,3,4,2,4,1,3,1,5,2,3,2,3,1,1,26,1,4,1,,Unemployed / Logistics,5,3,Michael is very close to his parents / Michael is very detail oriented / Michael knows a lot about history and literature / Michael likes to avoid spending money,,,,,,,,,,,,,,1,6,6,4,0,3,,,,,,,,,,,,,2,none,1,mic3,42.28900146,-83.36859894,-1,2.395989011,43.75,2.430555556
R_21HbcBKwp3FBZ4Q,Default Response Set,Anonymous,,,70.123.160.160,0,2/22/16 8:30,2/22/16 8:41,1,1,1,1,1,1,,,,,1,6,6,6,1,1,survey,survey,6,3,1,6,5,1,1,5,1,1,1,1,1,5,1,5,6,4,3,1,4,1,3,3,1,1,5,6,5,1,2,1,3,5,2,3,4,5,1,1,5,1,47,2,4,1,,Self employed,5,5,That Michael seeks and enjoys adventures. He is a risk taker. He is an articulate speaker.,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,4,6,2,Thank you for the interesting survey opportunity! Have an awesome day!,1,mic5,29.5196991,-98.60839844,-1,2.449836066,27.84,2.32
R_1Crwal8EOmJ7zHq,Default Response Set,Anonymous,,,162.27.9.20,0,2/22/16 8:30,2/22/16 8:44,1,1,1,1,1,1,,,,1,,4,4,4,1,1,survey,survey,5,4,2,5,5,4,2,5,2,5,2,2,4,2,5,5,3,4,1,1,5,1,2,2,5,2,2,5,5,2,2,3,1,4,1,5,1,5,1,1,4,1,47,2,3,1,,Editor,8,4,Micheal is a very driven worker. He is detailed oriented  and takes additional time to complete projects. So much so that projects sometimes are late and miss deadlines. Micheal is well read and knows alot about literature and current events. He will have lengthy conversations about his knowledge and can talk to anyone about them. Sometimes this can be overbearing to those he is talking to because he tends to dominate the conversation.  /  / He also makes plans for social functions without the intent of ever going to these events.,,,,,,,,,,,,,,,,,,,,1,6,1,2,6,1,,,,,,,2,Micheal appears to be self-absorbed,1,mic4,41.82510376,-88.20490265,-1,2.431037736,169.9,2.32739726
R_1JEf82LxGB30Vj7,Default Response Set,Anonymous,,,74.219.222.230,0,2/22/16 8:43,2/22/16 8:54,1,1,1,1,1,1,,1,,,,5,5,5,1,1,survey,survey,6,1,4,5,5,5,5,5,6,1,5,1,2,1,6,6,2,1,6,6,4,6,1,2,4,1,1,5,5,6,2,4,5,4,3,3,4,5,5,2,5,1,37,1,4,1,,Education,9,4,"Michael likes to be adventurous, he has mountain biked at night, cross-country skiied without avalanche training, etc. Michael is knowledgeable about many things and can be considered a conversationalist. Michael often makes plans without any real intent of following through with those plans. He has many friends and acquaintances. ",,,,,,,,1,6,6,2,4,1,,,,,,,,,,,,,,,,,,,2,thank you! ,1,mic2,40.75720215,-81.42379761,-1,2.43,72.46,2.415333333
R_1MSAk5IY7XigxKj,Default Response Set,Anonymous,,,170.202.22.1,0,2/22/16 8:57,2/22/16 9:12,1,1,1,1,1,1,1,,,,,2,2,2,1,1,survey,"""survey""",5,3,4,4,5,4,5,5,2,5,5,2,2,5,5,4,2,2,4,5,5,4,2,2,5,3,5,4,5,4,2,2,4,4,3,4,4,4,4,2,4,3,25,1,4,1,,Insurance Agent,8,4,"Michael would tell on other students that would cheat on tests. He would never cheat though. He likes adventurous activities like mountain climbing, sky diving things of that nature and has been injured in the past by those activities. Michael also like learning about foreign cultures and eating at authentic restaurants of these cultures he researches.",1,1,2,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,mic1,41.77589417,-72.52149963,-1,2.532282609,101.06,2.406190476
R_1MWm40UlV7FRtMx,Default Response Set,Anonymous,,,173.17.217.188,0,2/22/16 9:07,2/22/16 9:14,1,1,1,1,1,1,,1,,,,1,0,1,1,1,survey,survey,5,1,4,5,5,2,3,6,6,3,5,3,4,4,5,5,3,3,5,5,4,5,2,1,4,3,2,5,5,5,2,2,4,3,4,3,4,5,1,2,5,2,39,2,4,1,,manager,5,4,"he is very social, makes plans but does not follow through. Risk taker, never changes his mind. ",,,,,,,,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,2,,1,mic2,41.26860046,-84.91190338,-1,2.43,28.33,2.360833333
